signal,spearman_rho,p_value,n_pairs,note
hs_l2_diff_l31_rolling64,0.3064981247109604,0.0,41077,rolling mean (window=64)
hs_l2_diff_rolling64,0.3064981247109604,0.0,41077,rolling mean (window=64)
hs_l2_diff_l31_ema09,0.27542323005115094,0.0,41077,
hs_l2_diff_ema09,0.27542323005115094,0.0,41077,
kv_val_var_rolling64,0.200306537935324,0.0,41077,rolling mean (window=64)
hs_l2_diff_l3_rolling64,0.19915261927761685,0.0,41077,rolling mean (window=64)
hs_l2_diff_l2_rolling64,0.19136490697304093,0.0,41077,rolling mean (window=64)
hs_l2_diff_l0_rolling64,0.19055916040019816,0.0,41077,rolling mean (window=64)
hs_l2_diff_l28_rolling64,0.186253153896586,0.0,41077,rolling mean (window=64)
hs_l2_diff_l1_rolling64,0.1860640876137689,0.0,41077,rolling mean (window=64)
hs_l2_diff_l4_rolling64,0.17006219640401848,4.012163147211706e-264,41077,rolling mean (window=64)
hs_l2_diff_l27_rolling64,0.16515731510444193,5.073652761152908e-249,41077,rolling mean (window=64)
hs_l2_diff_l3_ema09,0.1647356788976984,9.588684426608554e-248,41077,
hs_l2_diff_l6_rolling64,0.15824339999226464,1.5954072262067114e-228,41077,rolling mean (window=64)
hs_l2_diff_l29_rolling64,0.15541523821189054,2.100603816407753e-220,41077,rolling mean (window=64)
kv_val_var_ema09,0.15530550851578548,4.3080321551624485e-220,41077,
hs_l2_diff_l0_ema09,0.15441640755199945,1.4232082759150514e-217,41077,
hs_l2_diff_l2_ema09,0.15429164494775044,3.2028226040757615e-217,41077,
hs_l2_diff_l5_rolling64,0.15308726296920694,7.776042353383479e-214,41077,rolling mean (window=64)
hs_l2_diff_l7_rolling64,0.15259203849504951,1.8821927575978924e-212,41077,rolling mean (window=64)
hs_l2_diff_l1_ema09,0.14823333028704005,1.7910304020456498e-200,41077,
hs_l2_diff_l28_ema09,0.14702522770131765,3.2290965072353364e-197,41077,
hs_l2_diff_l4_ema09,0.14375923435146856,1.487472281263503e-188,41077,
hs_l2_diff_l8_rolling64,0.13521594159786487,7.572527822570595e-167,41077,rolling mean (window=64)
hs_l2_diff_l30_rolling64,0.1345083829387547,4.1234602528967335e-165,41077,rolling mean (window=64)
hs_l2_diff_l6_ema09,0.13383584463555884,1.8056273230677976e-163,41077,
hs_l2_diff_l5_ema09,0.12953346092735255,3.595875072737542e-153,41077,
hs_l2_diff_l7_ema09,0.1265297910726875,3.470722450368561e-146,41077,
hs_l2_diff_l27_ema09,0.12652906124681534,3.4841471138563687e-146,41077,
hs_l2_diff,0.12589116710146364,1.0085514201402878e-144,41077,
hs_l2_diff_l31,0.12589116710146364,1.0085514201402878e-144,41077,
hs_norm,0.11871386008945044,8.431647703774831e-129,41077,
hs_l2_diff_l26_rolling64,0.11728099370597841,9.768261663013594e-126,41077,rolling mean (window=64)
hs_l2_diff_l29_ema09,0.11606317766457094,3.663700580235805e-123,41077,
hs_l2_diff_l8_ema09,0.1121856504256765,3.773906475586944e-115,41077,
hs_l2_diff_l30_ema09,0.1024921934793874,2.4746716261116474e-96,41077,
kv_key_var_rolling64,0.10125243751796058,4.7355422763371467e-94,41077,rolling mean (window=64)
kv_key_var_preRoPE_rolling64,0.10122210083840415,5.380871973149665e-94,41077,rolling mean (window=64)
kv_key_norm_preRoPE_rolling64,0.10099239755015815,1.4138725630007504e-93,41077,rolling mean (window=64)
kv_key_norm_rolling64,0.10097440771857773,1.5248536412000651e-93,41077,rolling mean (window=64)
hs_l2_diff_l9_rolling64,0.10069451573461102,4.932365510834314e-93,41077,rolling mean (window=64)
attn_entropy,0.09908587793940883,3.938658689623505e-90,41077,
hs_l2_diff_l25_rolling64,0.09690757342961581,2.8173415556364914e-86,41077,rolling mean (window=64)
kv_key_var_ema09,0.09408907619905482,2.0336390041197876e-81,41077,
hs_l2_diff_l12_rolling64,0.09407950193699753,2.111203799767851e-81,41077,rolling mean (window=64)
kv_key_var_preRoPE_ema09,0.09405499257842716,2.323471596875595e-81,41077,
kv_key_norm_preRoPE_ema09,0.09349611901184826,2.050717120046382e-80,41077,
kv_key_norm_ema09,0.0934763610454535,2.214304154836127e-80,41077,
hs_l2_diff_l26_ema09,0.08913929179837449,3.0862337410855654e-73,41077,
hs_l2_diff_l24_rolling64,0.08306853247795427,8.206283109096284e-64,41077,rolling mean (window=64)
hs_l2_diff_l10_rolling64,0.07978953017004693,5.325275295678465e-59,41077,rolling mean (window=64)
hs_l2_diff_l25_ema09,0.07715561116933585,2.8231640522166803e-55,41077,
kv_key_var,0.07692750672700062,5.852902068744856e-55,41077,
kv_key_var_preRoPE,0.07690964856503014,6.196132715183546e-55,41077,
