signal,spearman_rho,p_value,n_pairs,note
kv_key_norm_rolling64,-0.26910602709578074,0.0,37714,rolling mean (window=64)
kv_key_norm_preRoPE_rolling64,-0.26898841336337714,0.0,37714,rolling mean (window=64)
kv_key_var_rolling64,-0.2676778495073724,0.0,37714,rolling mean (window=64)
kv_key_var_preRoPE_rolling64,-0.267370576626174,0.0,37714,rolling mean (window=64)
kv_key_norm_ema09,-0.2479412060306152,0.0,37714,
kv_key_norm_preRoPE_ema09,-0.24783694709415754,0.0,37714,
kv_key_var_ema09,-0.24717956417801795,0.0,37714,
kv_key_var_preRoPE_ema09,-0.2469351055807043,0.0,37714,
hs_l2_diff_l30_rolling64,-0.23621767994575435,0.0,37714,rolling mean (window=64)
hs_l2_diff_l29_rolling64,-0.21814146563217088,0.0,37714,rolling mean (window=64)
kv_key_norm,-0.19895622570104257,0.0,37714,
kv_key_norm_preRoPE,-0.19887077409597417,0.0,37714,
kv_key_var,-0.19841953274482793,0.0,37714,
kv_key_var_preRoPE,-0.19818820868835893,0.0,37714,
hs_l2_diff_l30_ema09,-0.1677795390290119,3.6310633044663843e-236,37714,
cross_head_var,-0.165699201017082,2.564831520921557e-230,37714,
hs_l2_diff_rolling64,-0.16306394027343055,5.103444833573277e-223,37714,rolling mean (window=64)
hs_l2_diff_l31_rolling64,-0.16306394027343055,5.103444833573277e-223,37714,rolling mean (window=64)
hs_l2_diff_l29_ema09,-0.15480723796252033,6.032578854541419e-201,37714,
hs_l2_diff_l23_rolling64,0.15063152096549112,3.064449464026081e-190,37714,rolling mean (window=64)
hs_l2_diff_ema09,-0.13230906398890088,7.358422052545664e-147,37714,
hs_l2_diff_l31_ema09,-0.13230906398890088,7.358422052545664e-147,37714,
hs_l2_diff_l23_ema09,0.12950811518558739,9.685091608217832e-141,37714,
hs_l2_diff_l22_rolling64,0.12925212256719526,3.4565594597765242e-140,37714,rolling mean (window=64)
hs_l2_diff_l24_rolling64,0.12860020197549002,8.723195394435608e-139,37714,rolling mean (window=64)
hs_l2_diff_l21_rolling64,0.12804090106618202,1.3730798264688242e-137,37714,rolling mean (window=64)
hs_l2_diff_l1_rolling64,0.12581276948849582,7.129083684220722e-133,37714,rolling mean (window=64)
hs_l2_diff_l16_rolling64,-0.12373480533478903,1.4922654410917486e-128,37714,rolling mean (window=64)
hs_l2_diff_l0_rolling64,0.11788297946456426,8.809563643732394e-117,37714,rolling mean (window=64)
hs_l2_diff_l28_rolling64,-0.11495609863102407,4.1048817172165006e-111,37714,rolling mean (window=64)
hs_l2_diff_l15_rolling64,-0.11438890280295035,4.953318857713384e-110,37714,rolling mean (window=64)
hs_l2_diff_l24_ema09,0.11275418718951635,6.047441083924262e-107,37714,
hs_l2_diff_l22_ema09,0.1118412888741544,3.0588457648998332e-105,37714,
hs_cos_dist_l0,0.11067649223710997,4.3570604660402686e-103,37714,
hs_l2_diff_l21_ema09,0.10962659040524544,3.636477130054237e-101,37714,
hs_cos_dist_l1,0.10737421609245161,4.167575631178062e-97,37714,
hs_l2_diff_l2_rolling64,0.10550249139530872,8.467974687745308e-94,37714,rolling mean (window=64)
hs_l2_diff_l16_ema09,-0.0956352574720024,2.4506056611469657e-77,37714,
hs_l2_diff_l20_rolling64,0.09323081909412079,1.4207652438663447e-73,37714,rolling mean (window=64)
hs_l2_diff_l25_rolling64,0.09248860128685242,1.970632151276398e-72,37714,rolling mean (window=64)
hs_l2_diff_l13_rolling64,-0.0900284408366529,1.0332053893321483e-68,37714,rolling mean (window=64)
hs_cos_dist_l29,-0.08926025251600103,1.4284973959821468e-67,37714,
hs_l2_diff_l15_ema09,-0.08836473232101322,2.966148151487835e-66,37714,
hs_l2_diff_l1_ema09,0.08576272274460556,1.6739334993139512e-62,37714,
hs_l2_diff_l28_ema09,-0.08559878938191011,2.859633999751523e-62,37714,
hs_l2_diff_l25_ema09,0.08266067554243449,3.5368872966189045e-58,37714,
